movies_0,news_1,nfl_2,pcmasterrace_3,relationships_4,y,predict
0.0,1.0,0.0,0.0,0.0,0,1
,,,,,4,0
0.286735625868,0.374355327218,0.226353484276,0.0809708291184,0.0315847335197,0,1
0.0302538716083,0.016227968855,0.953518159537,0.0,0.0,0,2
6.4221778169e-07,0.0177506709071,0.000179163371966,0.960443663524,0.021625859979,1,3
0.0,0.835552689178,0.163869044214,0.0,0.000578266608564,1,1
0.195943105531,0.372812200668,0.27698269214,0.149849031381,0.00441297028061,3,1
0.000109152863408,0.000660736293856,0.000730635998346,0.998027265369,0.000472209475022,3,3
0.801190860834,0.198774619301,1.17399916377e-06,1.76798651994e-05,1.56660005002e-05,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.000294090618361,2.81662520679e-07,0.966932681273,0.032772946446,3,3
,,,,,1,0
0.0,0.883957314126,0.116042685874,0.0,0.0,2,1
0.0,2.62615974001e-07,0.999999737384,0.0,2.40391635692e-16,2,2
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
1.05233003815e-08,2.37175868929e-05,0.0,0.0,0.99997627189,4,4
0.00140557217882,0.975982958048,0.0116718618387,0.00834142883809,0.00259817909616,1,1
0.951199783601,0.0134289518091,0.0,0.000234506891328,0.035136757699,0,0
0.0,0.0,0.0,0.0,1.0,4,4
0.00688117741163,0.035503085084,0.00877296667257,0.0205361647085,0.928306606123,3,4
0.352363419819,0.0640019167839,0.269005702482,0.264014049169,0.0506149117467,2,0
0.000375714405071,0.244522213785,1.90483294449e-05,0.755083023481,0.0,3,3
6.56208034083e-08,4.54825918115e-07,0.0,0.999999479553,0.0,3,3
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.107799853657,0.0,0.0,0.892200146343,1,4
0.997359778773,0.00193670399999,0.000703517227327,0.0,0.0,3,0
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,2.95471638565e-16,1,1
,,,,,4,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
0.000850157429338,0.00113424382262,0.998015598748,0.0,0.0,1,2
0.0,0.0,1.0,0.0,0.0,0,2
0.717435088581,0.00520899404739,0.000339881206587,0.277016036165,0.0,0,0
0.0,0.0214846041898,2.88183147714e-10,0.0,0.978515395522,0,4
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,4,0
0.0,0.99999999955,0.0,0.0,4.50462087747e-10,0,1
,,,,,3,0
0.00248610623333,0.990958561271,0.00298337466867,0.00225707998906,0.00131487783833,1,1
0.0140866122025,0.15206234483,0.0179318277596,0.815919215208,0.0,2,3
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,0,0
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.0326680473618,0.0,0.967331949759,0.0,2.8789463799e-09,1,2
,,,,,0,0
0.0,0.237607587383,0.762392412617,0.0,0.0,0,2
0.0,1.0,1.96330788772e-17,0.0,1.45469014851e-14,1,1
0.0,0.796263984605,0.0,0.114659856186,0.0890761592089,4,1
0.0,0.999999997804,2.15829583777e-09,0.0,3.80540229812e-11,1,1
0.132730147525,0.0675963204482,0.30696023889,0.473995571952,0.0187177211846,2,3
0.0,0.0,0.0,0.0,1.0,1,4
0.0,0.0,7.95676410619e-08,0.999999920432,0.0,3,3
0.173148342414,0.0405321199778,0.269638708553,0.516680829055,0.0,2,3
0.0,0.000975178556796,2.32495961085e-11,0.0,0.99902482142,4,4
0.166769414338,0.217017997415,0.330076066421,0.162192999901,0.123943521925,2,2
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,4,0
,,,,,3,0
0.990090226285,0.00990977371546,0.0,0.0,0.0,0,0
0.99816513496,0.000375061580055,0.00145980345969,0.0,0.0,3,0
0.0,0.0,1.0,0.0,0.0,2,2
0.272333993293,0.0691601565696,0.236749106438,0.313613894151,0.108142849548,2,3
,,,,,0,0
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,1,0
0.0,0.999990892493,9.10750744793e-06,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,3,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,2,0
0.0236226576138,0.847433358681,0.00129086906732,0.0718879849451,0.0557651296933,3,1
1.75517917181e-09,0.999999998245,0.0,0.0,0.0,1,1
0.012201548026,0.019012453888,0.6056168258,0.363159653397,9.51888853596e-06,2,2
0.0,0.0,0.068103338389,0.904090180192,0.0278064814191,3,3
0.0303949935732,0.692928464039,0.247216621179,0.029459921209,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.000103409562489,9.47422013134e-05,0.000517236290587,0.000114977029295,0.999169634916,1,4
,,,,,2,0
,,,,,4,0
7.53050957826e-06,0.99999246949,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,1,0
0.0970614174686,0.131794593871,0.140299635237,0.554564899985,0.0762794534383,2,3
0.426178660119,0.00229842182873,0.0232460511496,0.547875624884,0.000401242018847,0,3
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.954674096662,2.11937528895e-10,0.0453259031264,0.0,1,1
0.0,0.999646739052,2.3901760876e-08,8.00425805641e-05,0.000273194465392,4,1
1.0,0.0,0.0,0.0,0.0,4,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.101170297616,0.0391996546753,0.0,0.859630047709,1,4
,,,,,0,0
,,,,,3,0
0.167124166018,0.20955896932,0.0560815941015,0.566469100088,0.000766170472337,3,3
,,,,,1,0
0.0,0.0,0.0,1.0,0.0,3,3
0.244175753555,0.0175266986985,0.0537128476151,0.675154625895,0.00943007423654,2,3
0.0,0.0,0.0,1.0,0.0,3,3
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0804284065743,0.735557711317,0.184013882108,0.0,0,2
0.00758005091284,0.117260068805,0.0138603715409,0.0562437613945,0.805055747347,4,4
0.989832691837,5.10430307791e-06,4.62867261703e-05,0.0101159059701,1.11641304068e-08,0,0
0.0,2.23108862972e-12,0.0,0.0,0.999999999998,4,4
0.0,0.999999999721,0.0,0.0,2.79455531699e-10,3,1
0.567476814403,0.0284521727347,0.368853896844,0.0343205941767,0.000896521841633,0,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.00140784457817,0.0190214111936,0.000333682466331,0.979237061762,3,4
0.0,0.97972514182,0.000273428141446,0.0,0.0200014300381,2,1
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,0.0,1.0,0.0,3,3
0.507444491038,0.0345506128898,0.369704176367,0.0862276591836,0.00207306052193,1,0
0.0,0.0,0.0,0.0,1.0,4,4
0.166769414338,0.217017997415,0.330076066421,0.162192999901,0.123943521925,3,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0,6.54045460722e-16,0.0,0.0,1.0,3,4
0.0376505914913,0.000251623730309,0.0788277328834,0.883270051895,0.0,2,3
1.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,4,0
0.0,1.0,0.0,0.0,0.0,4,1
0.0279401825067,0.00361104633058,0.0,0.0,0.968448771163,4,4
1.86655126698e-24,1.0,1.88691382427e-24,1.04830343072e-24,0.0,1,1
0.99999999997,0.0,0.0,0.0,3.03430308808e-11,0,0
0.0145324541965,0.985467545803,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,1,4
5.97004709244e-06,0.0,0.0110083407508,0.0,0.988985689202,0,4
0.0,1.0,0.0,0.0,0.0,1,1
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0422653600596,0.929799717439,0.0,0.0279349225011,4,2
,,,,,3,0
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,0,0
1.0,0.0,0.0,7.62392234291e-15,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
4.58661378014e-06,0.0,0.00884992278839,0.991145490598,0.0,0,3
0.0,6.98411424581e-07,0.999999301589,0.0,0.0,2,2
0.0,0.190191473336,0.805716564806,0.0,0.00409196185767,3,2
0.226870144386,0.210206966725,0.372817546811,0.0,0.190105342078,3,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.993390342455,0.00660965754479,0.0,0.0,3,1
,,,,,0,0
,,,,,4,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,3,3
0.000117298313721,6.84926094786e-05,0.999814209077,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,0.00107822092648,0.0,0.998921779074,4,4
0.0,0.998759059756,0.0,0.0,0.00124094024384,2,1
0.0,0.991774460933,1.87177273295e-05,0.0,0.00820682133968,4,1
0.0559791508191,0.735155611673,0.171567354128,0.0313356035664,0.00596227981414,4,1
,,,,,1,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0849969024451,0.0,0.0268210815903,0.888182015965,0.0,1,3
0.0,0.0,0.0,0.0,1.0,4,4
0.0,5.04845335388e-14,0.0,0.0,1.0,3,4
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,4,0
0.00118722057975,0.00322403949742,0.259936437012,0.734170817218,0.00148148569275,2,3
,,,,,1,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.33829666397e-07,5.623596836e-13,0.0,0.99999986617,4,4
0.00010191695237,8.46239874031e-06,1.51105838936e-05,0.999874510065,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
0.474288453982,0.492239724477,0.0210700829145,0.0,0.0124017386262,0,1
0.399362378784,0.00121422093279,0.207330221374,0.391070792472,0.00102238643785,0,0
0.136566167676,0.488432204241,0.00816127070261,0.366815847349,2.45100304032e-05,3,1
0.0,0.0,1.0,0.0,0.0,3,2
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,2,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
0.00100911171402,0.000271167230667,0.638479760289,0.360220565073,1.93956934799e-05,3,2
0.0,0.0152986569499,0.90596974477,0.0787315982798,0.0,0,2
0.0,0.999999999995,5.02939225553e-12,0.0,1.76497638243e-15,1,1
0.999999999887,4.76270853768e-13,0.0,0.0,1.12478420709e-10,0,0
,,,,,1,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0433821584058,0.248207398225,0.647782770678,0.053300029144,0.00732764354793,3,2
0.999819781779,3.40896375427e-07,1.57754288431e-05,0.000163199300371,9.02595170384e-07,0,0
0.0,0.0,1.0,0.0,0.0,0,2
2.94491828331e-08,1.00251943407e-06,1.48596334156e-06,0.999997247462,2.34605960196e-07,3,3
0.0,0.646521494793,0.00276789224439,0.321216687064,0.0294939258979,2,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.109217593647,0.183396193588,0.396088377227,0.161208788961,0.150089046577,0,2
0.0,0.0,1.0,0.0,0.0,2,2
0.928241347277,0.0715731495935,0.0,0.0,0.000185503129125,1,0
0.0,0.0,0.201060423616,0.0,0.798939576384,1,4
,,,,,4,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.262256111713,0.0,0.0,0.737743888287,1,4
0.0397655302621,0.0228842024487,0.926373675684,0.0101026713864,0.00087392021856,2,2
0.0,0.999842064159,0.000157935840517,0.0,0.0,1,1
,,,,,0,0
,,,,,3,0
0.999793823076,1.37861211383e-05,0.000192390802565,0.0,0.0,3,0
,,,,,3,0
0.000724255821527,0.000476597683725,0.000137534192868,0.998542520305,0.000119091996602,3,3
0.0,1.0,0.0,0.0,1.17471841368e-14,4,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.976203750192,0.00171994675596,0.00154003863319,0.0205332834417,2.98097716411e-06,0,0
0.999999999923,7.72796537974e-11,0.0,0.0,0.0,0,0
0.0,0.750661494761,0.249338502029,0.0,3.21063112935e-09,0,1
0.00257200555582,0.0,0.0,0.997427994444,0.0,3,3
1.19369113021e-05,0.999988062558,3.88931892967e-10,0.0,1.42101902648e-10,1,1
,,,,,3,0
,,,,,4,0
0.999999999719,0.0,0.0,2.80979482546e-10,0.0,0,0
0.0,0.999995480114,4.51988635935e-06,0.0,0.0,1,1
0.164101733223,0.234897255544,0.289167243647,0.17244361079,0.139390156796,2,2
0.0,0.393836192471,0.592030472776,0.0,0.0141333347539,3,2
,,,,,3,0
,,,,,3,0
,,,,,4,0
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,3,0
0.0321759619309,0.101906253482,0.105698124564,0.756076223422,0.00414343660169,3,3
0.00811059740819,0.986102024547,0.00578737804531,0.0,0.0,3,1
0.303037289269,0.471305129185,0.12739251887,0.0558506189375,0.0424144437382,2,1
,,,,,4,0
2.46242850322e-06,7.30189078208e-07,4.35408848874e-07,0.99990675281,8.96191630745e-05,3,3
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,1,0
0.000256390336763,0.999742274154,1.33550962342e-06,0.0,6.23378389737e-14,1,1
1.0,0.0,0.0,0.0,0.0,0,0
0.0211659549818,0.033341678672,0.89617301778,0.0312700136178,0.0180493349484,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.122522248989,0.877477751011,0.0,0.0,0.0,3,1
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,0,0
0.000271494935981,9.11672341358e-05,0.000379339714903,0.999257998115,0.0,3,3
0.998243226345,5.9501454697e-06,4.09753762153e-08,0.00175065528256,1.27251326345e-07,4,0
0.0212482995644,0.425968964986,0.0434659813439,0.188063752229,0.321253001876,3,1
0.0,0.0,0.0263212565062,0.928126360476,0.0455523830178,3,3
0.0,0.0,0.0,1.0,0.0,3,3
0.000866468700631,0.0137368377887,0.985396693511,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,2,0
0.000112131016099,0.000153315896087,8.68272383836e-05,0.999646292367,1.43348280297e-06,3,3
1.0,0.0,0.0,0.0,0.0,0,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
1.0,0.0,0.0,0.0,0.0,0,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0107646742482,0.101759922122,3.62143016397e-05,0.887438598432,5.90895816826e-07,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.996121854381,8.49227580085e-05,0.000172313649538,0.00362077209943,1.37112389558e-07,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.000300263002383,0.0,0.00321969598706,0.0,0.996480041011,3,4
0.0189311870517,0.0252755508533,0.0620661466744,0.0,0.893727115421,0,4
0.0,0.0,0.0,0.0,1.0,4,4
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
3.76573132824e-05,8.83288868835e-05,0.998486542317,0.0,0.00138747148263,2,2
0.0,0.999991300189,8.69981125652e-06,0.0,0.0,1,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
0.0564127869911,0.935149026838,0.00843635392797,0.0,1.8322434261e-06,0,1
2.28190874486e-05,0.999968711387,0.0,0.0,8.46952584721e-06,1,1
0.0,1.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,4,4
0.999902327598,1.59983319959e-09,9.76708023616e-05,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
0.999996106783,0.0,3.89321674888e-06,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,1.00271644496e-10,1.9175219437e-13,4.3890505263e-09,0.999999995511,4,4
0.0,0.00175865107214,0.998241348928,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
,,,,,2,0
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,1,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,1,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.00596671167524,0.0,0.00402699199255,0.990006296332,1,4
0.0644234291119,0.00750336118632,0.00932905152657,0.918744158175,0.0,3,3
0.974420297026,0.0,0.0,0.0255797029741,0.0,1,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,1.0,0.0,0.0,0.0,1,1
2.46065369172e-06,1.84251351801e-07,3.60868455518e-11,0.999997355058,4.81319141224e-13,3,3
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,3,0
0.0,0.587455751956,0.412544248044,0.0,0.0,0,1
0.0,4.39305147835e-26,1.97505812531e-32,0.0,1.0,4,4
,,,,,3,0
0.0116218444679,0.000756028558302,0.0169386844248,0.0444443889539,0.926239053595,0,4
0.394121330487,0.141073451546,0.133396107794,0.108251949184,0.223157160988,1,0
0.0,0.999999999609,0.0,0.0,3.91170842898e-10,1,1
0.0,0.0,0.0,1.0,0.0,3,3
0.863250281462,0.0939386969352,0.0428110216028,0.0,0.0,2,0
0.664265431395,0.232800329105,0.0575112064971,0.0349502846323,0.0104727483712,0,0
0.227916349272,0.167093723036,0.252902419639,0.202123387915,0.149964120137,4,2
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,0,0
0.0,0.000290340376678,0.999709659623,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.999999999513,0.0,4.87259082071e-10,0.0,0.0,0,0
1.0,0.0,0.0,0.0,0.0,0,0
0.404248547306,0.019611972423,0.143756251444,0.426012266821,0.00637096200537,2,3
,,,,,1,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.999991741064,7.29717403749e-08,0.0,8.18596394619e-06,3,1
0.999999999192,9.16655289079e-13,0.0,8.07180833197e-10,0.0,2,0
0.169805126472,0.817743911556,0.000346807667699,0.0121018407582,2.31354626616e-06,4,1
0.000269787447121,0.119650822133,0.30432203386,0.0,0.57575735656,3,4
,,,,,1,0
1.48158416448e-05,0.00112390954451,0.0,0.998861274591,2.27434445982e-11,1,3
0.0,0.0,0.0,0.0,1.0,4,4
0.0212428771062,0.911338195605,0.00313615602121,0.00309048443243,0.0611922868355,1,1
0.0,0.999999993854,6.14580840023e-09,0.0,0.0,1,1
0.00565934576634,0.00478752166433,0.984287898634,0.000862665039389,0.00440256889544,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,0,0
0.0,4.42748772064e-25,0.0,0.0,1.0,4,4
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.471484612196,0.0,0.527467607926,0.0010477798781,4,3
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,0,1
0.0894338461486,0.330085620803,0.195090911573,0.37779721453,0.00759240694572,0,3
0.00233425095551,0.0237167034412,0.970719299447,0.0024707839993,0.000758962157391,2,2
,,,,,3,0
0.0,0.999992722375,7.27762489139e-06,0.0,0.0,1,1
1.0,0.0,2.07550060683e-15,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.999985930381,1.40673236102e-05,0.0,0.0,2.29532770262e-09,0,0
0.0,1.0,0.0,0.0,0.0,2,1
0.999877084049,2.96254147493e-08,9.97006780196e-05,2.31828362569e-05,2.81147861389e-09,0,0
0.0,0.000783629718754,0.999216370281,0.0,0.0,2,2
0.00677203925226,0.0,0.991931559596,0.0,0.00129640115158,2,2
0.0,0.0,0.0,1.0,0.0,3,3
0.0,1.0,0.0,0.0,0.0,3,1
0.0887071806219,0.239733232966,0.157500441723,0.403605024796,0.110454119893,3,3
1.07565918566e-12,6.1387329811e-09,3.06955595573e-08,1.8311096561e-13,0.999999963164,4,4
0.0,0.0645035032557,0.935496496744,0.0,0.0,2,2
1.0,0.0,0.0,0.0,0.0,0,0
0.658359141898,0.239818531197,0.0029594124561,0.0933475187668,0.005515395682,0,0
0.0,3.06198495155e-07,0.999999693802,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,3,2
0.0137049827372,0.141999009535,0.10837406657,0.729106899474,0.00681504168486,3,3
1.0,2.60252727878e-17,0.0,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,3,0
0.0,0.0,0.420889477944,0.0,0.579110522056,0,4
0.0,1.0,0.0,0.0,0.0,1,1
1.23773725414e-07,0.000206120892301,0.996967453508,0.0,0.00282630182602,2,2
,,,,,3,0
,,,,,0,0
0.0,0.0,0.999997022594,0.0,2.97740625613e-06,2,2
0.0,0.0,1.0,0.0,0.0,0,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.133733294716,0.12836961547,0.219542675897,0.444166133197,0.0741882807195,3,3
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.00581283317177,0.0560309723091,0.79756891047,0.116398222866,0.0241890611833,2,2
,,,,,3,0
0.0,1.0,0.0,0.0,0.0,1,1
1.0,0.0,9.9679093886e-22,0.0,0.0,0,0
0.000406150079646,0.00046118683129,0.984632123357,0.014500336781,2.02951194229e-07,3,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0503957690582,0.0520678814939,0.801420846081,0.0545209854018,0.0415945179648,3,2
0.0,0.0561846218,0.631049998748,0.251780932615,0.0609844468372,2,2
0.965149849029,0.00481522567514,0.001776948389,0.0279829146972,0.000275062209736,2,0
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,3,0
0.0,0.07342797158,3.73364568256e-05,0.0243037151839,0.902230976779,2,4
0.0,1.0,0.0,0.0,0.0,1,1
0.00676992076049,0.174822806678,0.0310566037776,0.785575657211,0.0017750115725,3,3
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,1,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,0.0,1.0,4,4
1.0,0.0,0.0,0.0,1.84450066778e-13,0,0
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,1,0
0.0,3.06382438903e-07,0.0,0.0,0.999999693618,1,4
,,,,,1,0
0.0,0.0735124537114,0.926487546289,0.0,0.0,0,2
,,,,,4,0
2.28957741524e-05,0.000294720955197,0.0,0.999682383271,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.000441419489932,0.000217690005148,0.999340890505,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.998568271179,0.0,0.0,0.00143172882096,4,1
0.146365561255,0.0819777444583,0.289302435639,0.467070949111,0.015283309537,3,3
0.0,0.995921335695,0.0,0.0,0.00407866430481,1,1
,,,,,1,0
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,4,0
0.0,1.5048896272e-06,0.0,0.0,0.99999849511,1,4
0.0,0.999994611779,5.38819040798e-06,0.0,3.01389788145e-11,1,1
0.0102811109846,0.177968168741,0.322762098009,0.488988622265,0.0,2,3
0.0338533067194,0.205682125095,0.0280535027191,0.726276484423,0.00613458104367,1,3
0.0,0.0,0.0,1.0,0.0,3,3
8.99129471712e-05,0.987490543934,8.50293912334e-06,0.0119712323081,0.000439807871241,1,1
0.011712038814,0.0,0.0,0.988287961186,0.0,3,3
3.77851828476e-06,0.00206207855185,5.54944333078e-05,0.0139662842209,0.983912364276,0,4
0.0,0.0,1.0,0.0,0.0,2,2
6.54421644957e-10,0.999999999346,4.62213278583e-18,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0172655224036,0.0159560150749,0.0,0.0,0.966778462522,4,4
0.0,1.51554392101e-18,0.0,0.0,1.0,4,4
1.0,0.0,0.0,0.0,0.0,0,0
0.12116490751,0.327098583056,0.17762563433,0.0112177960846,0.36289307902,3,4
0.0,0.460465067236,0.375404610852,0.164130321912,0.0,1,1
,,,,,1,0
0.0,0.3418327106,0.00165293269211,0.0,0.656514356708,0,4
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.999274653678,1.28336083229e-05,0.000712512714061,0.0,3,1
,,,,,0,0
,,,,,2,0
,,,,,4,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,3,3
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,1,0
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,0,0
0.252445210352,0.103216382037,0.612620374871,0.0317176207905,4.11949819363e-07,3,2
0.242180409908,0.210644962666,0.358645215196,0.14816749891,0.0403619133189,2,2
0.11282836279,0.339186189228,0.271334284768,0.166791130731,0.109860032484,2,1
0.757294618527,5.61506001736e-06,0.24269946522,0.0,3.01193478597e-07,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.00465407565719,0.953292200854,0.0418801475236,0.0,0.000173575965059,4,1
,,,,,4,0
1.0,0.0,1.3574101516e-20,0.0,0.0,0,0
0.0,0.0,6.80134079006e-08,0.999999931987,0.0,0,3
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,0.0,1.0,0.0,3,3
0.992561660196,7.77667296438e-09,0.00743833202773,0.0,0.0,0,0
0.993831020644,2.20244446439e-05,0.0061469549112,0.0,0.0,2,0
0.0,0.0,1.0,0.0,0.0,2,2
0.9343197927,0.00421867584169,0.0465869151578,0.0146665735659,0.000208042734995,2,0
0.322350975163,2.03590078324e-05,0.677628665829,0.0,0.0,0,2
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,1,0
0.0,0.0982202380152,0.883948617324,0.0178311446609,0.0,3,2
2.07937220478e-07,0.998656388292,0.00134340377051,0.0,0.0,1,1
0.999999651418,3.48582367616e-07,0.0,0.0,0.0,0,0
0.0,0.00224601125351,0.0,0.0,0.997753988746,1,4
0.0,0.0383243078656,2.56750642135e-06,0.961646164504,2.69601235823e-05,3,3
0.0,0.105036349759,0.0390847587653,0.100441838502,0.755437052974,3,4
0.0,0.0,0.0,0.999844290842,0.000155709157907,0,3
0.157660971992,0.32512811899,0.389827042083,0.0549203484987,0.0724635184363,0,2
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.999839509342,3.10212818436e-06,0.000137215245855,2.0173284331e-05,0.0,0,0
,,,,,4,0
0.478630052214,0.00279728029177,0.0284216082342,0.48932707452,0.000823984740207,0,3
